"alternate_names","authored_book_work_ids","canonical_name","contributed_work_ids","current_organization_reference","current_role","current_role_freshness_status","current_role_source","current_role_verified_at","disclosure","display_name","expertise_topics","external_identifiers","historical_roles","human_review_status","languages","machine_review_status","name_disambiguation_note","operating_markets","person_depth","person_id","professional_geographies","proposition_relationships","provenance","public_profile_eligibility","relationship_to_off","reviewed_at","reviewed_by","revision_history","role_at_source_time","source_ids","statement_ids","verification_status","workflow_status"
"[]","[""book-work-BATCH-2026-002-005""]","Piotr Lewandowski","[]","null","null","not_researched","null","null","Staging author identity candidate; named-human identity review pending.","Piotr Lewandowski","[""identity-and-access-management""]","{""official_profile_url"":null,""author_attribution_url"":""https://www.oreilly.com/library/view/building-secure-and/9781492083115/""}","[]","approved","[]","ready_for_human_review","Verified only as the named author of the linked work; current role and broader identity profile were not inferred.","[]","identity_record","person-BATCH-2026-002-022","[]","[]","[{""source_url"":""https://www.oreilly.com/library/view/building-secure-and/9781492083115/"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Official publisher, project, or author-hosted bibliographic page inspected through public web access"",""exact_locator"":""Official work page author attribution"",""content_hash"":null,""batch_id"":""BATCH-2026-002"",""prompt_id"":""OEII-BOOK-METADATA"",""prompt_version"":""2.0"",""notes"":""Author candidate 22 of 30; current role not researched.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-002""}]","[]","[]","[]","verified_as_named_author_on_official_work_source","published"
"[]","[""book-work-BATCH-2026-002-005""]","Ana Oprea","[]","null","null","not_researched","null","null","Staging author identity candidate; named-human identity review pending.","Ana Oprea","[""identity-and-access-management""]","{""official_profile_url"":null,""author_attribution_url"":""https://www.oreilly.com/library/view/building-secure-and/9781492083115/""}","[]","approved","[]","ready_for_human_review","Verified only as the named author of the linked work; current role and broader identity profile were not inferred.","[]","identity_record","person-BATCH-2026-002-023","[]","[]","[{""source_url"":""https://www.oreilly.com/library/view/building-secure-and/9781492083115/"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Official publisher, project, or author-hosted bibliographic page inspected through public web access"",""exact_locator"":""Official work page author attribution"",""content_hash"":null,""batch_id"":""BATCH-2026-002"",""prompt_id"":""OEII-BOOK-METADATA"",""prompt_version"":""2.0"",""notes"":""Author candidate 23 of 30; current role not researched.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-002""}]","[]","[]","[]","verified_as_named_author_on_official_work_source","published"
"[]","[""book-work-BATCH-2026-002-005""]","Adam Stubblefield","[]","null","null","not_researched","null","null","Staging author identity candidate; named-human identity review pending.","Adam Stubblefield","[""identity-and-access-management""]","{""official_profile_url"":null,""author_attribution_url"":""https://www.oreilly.com/library/view/building-secure-and/9781492083115/""}","[]","approved","[]","ready_for_human_review","Verified only as the named author of the linked work; current role and broader identity profile were not inferred.","[]","identity_record","person-BATCH-2026-002-024","[]","[]","[{""source_url"":""https://www.oreilly.com/library/view/building-secure-and/9781492083115/"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Official publisher, project, or author-hosted bibliographic page inspected through public web access"",""exact_locator"":""Official work page author attribution"",""content_hash"":null,""batch_id"":""BATCH-2026-002"",""prompt_id"":""OEII-BOOK-METADATA"",""prompt_version"":""2.0"",""notes"":""Author candidate 24 of 30; current role not researched.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-002""}]","[]","[]","[]","verified_as_named_author_on_official_work_source","published"
"[]","[""book-work-BATCH-2026-002-006""]","Lee Atchison","[]","null","null","not_researched","null","null","Staging author identity candidate; named-human identity review pending.","Lee Atchison","[""identity-and-access-management""]","{""official_profile_url"":null,""author_attribution_url"":""https://www.oreilly.com/library/view/identity-in-modern/9781098107789/""}","[]","approved","[]","ready_for_human_review","Verified only as the named author of the linked work; current role and broader identity profile were not inferred.","[]","identity_record","person-BATCH-2026-002-025","[]","[]","[{""source_url"":""https://www.oreilly.com/library/view/identity-in-modern/9781098107789/"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Official publisher, project, or author-hosted bibliographic page inspected through public web access"",""exact_locator"":""Official work page author attribution"",""content_hash"":null,""batch_id"":""BATCH-2026-002"",""prompt_id"":""OEII-BOOK-METADATA"",""prompt_version"":""2.0"",""notes"":""Author candidate 25 of 30; current role not researched.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-002""}]","[]","[]","[]","verified_as_named_author_on_official_work_source","published"
"[]","[""book-work-BATCH-2026-002-007""]","Yvonne Wilson","[]","null","null","not_researched","null","null","Staging author identity candidate; named-human identity review pending.","Yvonne Wilson","[""identity-and-access-management""]","{""official_profile_url"":null,""author_attribution_url"":""https://link.springer.com/book/10.1007/978-1-4842-5095-2""}","[]","approved","[]","ready_for_human_review","Verified only as the named author of the linked work; current role and broader identity profile were not inferred.","[]","identity_record","person-BATCH-2026-002-026","[]","[]","[{""source_url"":""https://link.springer.com/book/10.1007/978-1-4842-5095-2"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Official publisher, project, or author-hosted bibliographic page inspected through public web access"",""exact_locator"":""Official work page author attribution"",""content_hash"":null,""batch_id"":""BATCH-2026-002"",""prompt_id"":""OEII-BOOK-METADATA"",""prompt_version"":""2.0"",""notes"":""Author candidate 26 of 30; current role not researched.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-002""}]","[]","[]","[]","verified_as_named_author_on_official_work_source","published"
"[]","[""book-work-BATCH-2026-002-007""]","Abhishek Hingnikar","[]","null","null","not_researched","null","null","Staging author identity candidate; named-human identity review pending.","Abhishek Hingnikar","[""identity-and-access-management""]","{""official_profile_url"":null,""author_attribution_url"":""https://link.springer.com/book/10.1007/978-1-4842-5095-2""}","[]","approved","[]","ready_for_human_review","Verified only as the named author of the linked work; current role and broader identity profile were not inferred.","[]","identity_record","person-BATCH-2026-002-027","[]","[]","[{""source_url"":""https://link.springer.com/book/10.1007/978-1-4842-5095-2"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Official publisher, project, or author-hosted bibliographic page inspected through public web access"",""exact_locator"":""Official work page author attribution"",""content_hash"":null,""batch_id"":""BATCH-2026-002"",""prompt_id"":""OEII-BOOK-METADATA"",""prompt_version"":""2.0"",""notes"":""Author candidate 27 of 30; current role not researched.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-002""}]","[]","[]","[]","verified_as_named_author_on_official_work_source","published"
"[]","[""book-work-BATCH-2026-002-009""]","Ev Kontsevoy","[]","null","null","not_researched","null","null","Staging author identity candidate; named-human identity review pending.","Ev Kontsevoy","[""identity-and-access-management""]","{""official_profile_url"":null,""author_attribution_url"":""https://www.oreilly.com/library/view/identity-native-infrastructure-access/9781098131883/colophon01.html""}","[]","approved","[]","ready_for_human_review","Verified only as the named author of the linked work; current role and broader identity profile were not inferred.","[]","identity_record","person-BATCH-2026-002-028","[]","[]","[{""source_url"":""https://www.oreilly.com/library/view/identity-native-infrastructure-access/9781098131883/colophon01.html"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Official publisher, project, or author-hosted bibliographic page inspected through public web access"",""exact_locator"":""Official work page author attribution"",""content_hash"":null,""batch_id"":""BATCH-2026-002"",""prompt_id"":""OEII-BOOK-METADATA"",""prompt_version"":""2.0"",""notes"":""Author candidate 28 of 30; current role not researched.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-002""}]","[]","[]","[]","verified_as_named_author_on_official_work_source","published"
"[]","[""book-work-BATCH-2026-002-009""]","Sakshyam Shah","[]","null","null","not_researched","null","null","Staging author identity candidate; named-human identity review pending.","Sakshyam Shah","[""identity-and-access-management""]","{""official_profile_url"":null,""author_attribution_url"":""https://www.oreilly.com/library/view/identity-native-infrastructure-access/9781098131883/colophon01.html""}","[]","approved","[]","ready_for_human_review","Verified only as the named author of the linked work; current role and broader identity profile were not inferred.","[]","identity_record","person-BATCH-2026-002-029","[]","[]","[{""source_url"":""https://www.oreilly.com/library/view/identity-native-infrastructure-access/9781098131883/colophon01.html"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Official publisher, project, or author-hosted bibliographic page inspected through public web access"",""exact_locator"":""Official work page author attribution"",""content_hash"":null,""batch_id"":""BATCH-2026-002"",""prompt_id"":""OEII-BOOK-METADATA"",""prompt_version"":""2.0"",""notes"":""Author candidate 29 of 30; current role not researched.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-002""}]","[]","[]","[]","verified_as_named_author_on_official_work_source","published"
"[]","[""book-work-BATCH-2026-002-009""]","Peter Conrad","[]","null","null","not_researched","null","null","Staging author identity candidate; named-human identity review pending.","Peter Conrad","[""identity-and-access-management""]","{""official_profile_url"":null,""author_attribution_url"":""https://www.oreilly.com/library/view/identity-native-infrastructure-access/9781098131883/colophon01.html""}","[]","approved","[]","ready_for_human_review","Verified only as the named author of the linked work; current role and broader identity profile were not inferred.","[]","identity_record","person-BATCH-2026-002-030","[]","[]","[{""source_url"":""https://www.oreilly.com/library/view/identity-native-infrastructure-access/9781098131883/colophon01.html"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Official publisher, project, or author-hosted bibliographic page inspected through public web access"",""exact_locator"":""Official work page author attribution"",""content_hash"":null,""batch_id"":""BATCH-2026-002"",""prompt_id"":""OEII-BOOK-METADATA"",""prompt_version"":""2.0"",""notes"":""Author candidate 30 of 30; current role not researched.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-002""}]","[]","[]","[]","verified_as_named_author_on_official_work_source","published"
"[""Alex ‘Sandy’ Pentland"",""Sandy Pentland"",""A. Pentland""]","[]","Alex Pentland","[""source-BATCH-2026-005-004""]","Massachusetts Institute of Technology","Toshiba Professor of Media Arts and Sciences","current_official_university_profile_checked_2026-08-15","https://professional.mit.edu/programs/faculty-profiles/alex-pentland","2026-08-15","null","Alex Pentland","[""AI agent identity"",""authenticated delegation"",""AI-agent auditability""]","{""official_profile_url"":""https://professional.mit.edu/programs/faculty-profiles/alex-pentland""}","[{""person_id"":""person-BATCH-2026-005-alex-pentland"",""source_id"":""source-BATCH-2026-005-004"",""source_title"":""Identity Management for Agentic AI"",""source_version"":""October 2025 official OpenID Foundation report"",""relationship"":""contributor"",""author_order"":21,""organization_at_source_time"":""not reported"",""role_at_source_time"":""Contributor"",""verification_basis"":""PDF title or contributor page"",""verification_status"":""relationship_verified_affiliation_not_reported"",""current_role_backfilled"":false,""human_review_status"":""approved""}]","approved","[]","ready_for_human_review","The MIT professor also known as Sandy Pentland and a contributor/author of the indexed OpenID Foundation report and arXiv rendition.","[]","source_connected_dataset_only","person-BATCH-2026-005-alex-pentland","[""United States""]","[]","[{""source_url"":""https://professional.mit.edu/programs/faculty-profiles/alex-pentland"",""accessed_at"":""2026-08-15"",""retrieval_method"":""official institutional/company page or self-authored professional CV reviewed on the public web"",""exact_locator"":""Faculty profile heading — Toshiba Professor of Media Arts and Sciences"",""content_hash"":null,""batch_id"":""BATCH-2026-007"",""prompt_id"":""OEII-PERSON-RESEARCH"",""prompt_version"":""2.0"",""notes"":""Current-role evidence; named human review pending.""},{""source_url"":""https://openid.net/wp-content/uploads/2025/10/Identity-Management-for-Agentic-AI.pdf"",""accessed_at"":""2026-08-15"",""retrieval_method"":""inherited verified source metadata and author relationship cross-check"",""exact_locator"":""October 2025 official OpenID Foundation report; byline/contributor relationship and source-time affiliation"",""content_hash"":""e6a0e5909fcb2486568180f69d511ae2af8d20a1bfb3028b39b3d1072846f4f3"",""batch_id"":""BATCH-2026-007"",""prompt_id"":""OEII-PERSON-RESEARCH"",""prompt_version"":""2.0"",""notes"":""Relationship inherited from BATCH-2026-005 and rechecked for this person batch; named human review pending.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-15T22:30:00Z"",""changed_by"":""OpenAI Codex"",""summary"":""Created staging person record with identity disambiguation, source-time role separation, current-role verification, and intellectual-contribution links."",""batch_id"":""BATCH-2026-007""},{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-007""}]","[{""person_id"":""person-BATCH-2026-005-alex-pentland"",""source_id"":""source-BATCH-2026-005-004"",""source_title"":""Identity Management for Agentic AI"",""source_version"":""October 2025 official OpenID Foundation report"",""relationship"":""contributor"",""author_order"":21,""organization_at_source_time"":""not reported"",""role_at_source_time"":""Contributor"",""verification_basis"":""PDF title or contributor page"",""verification_status"":""relationship_verified_affiliation_not_reported"",""current_role_backfilled"":false,""human_review_status"":""approved""}]","[""source-BATCH-2026-005-004""]","[""statement-BATCH-2026-006-015"",""statement-BATCH-2026-006-016"",""statement-BATCH-2026-006-017"",""statement-BATCH-2026-006-018"",""statement-BATCH-2026-006-019"",""statement-BATCH-2026-006-020"",""statement-BATCH-2026-006-021""]","identity_authorship_and_current_role_machine_verified_human_approved","published"
"[""D. Kang""]","[]","Daniel Kang","[""source-BATCH-2026-005-008""]","University of Illinois Urbana-Champaign","Assistant Professor","current_official_university_profile_checked_2026-08-15","https://siebelschool.illinois.edu/about/people/faculty/ddkang","2026-08-15","null","Daniel Kang","[""AI red-teaming agents"",""zero-day vulnerability evaluation""]","{""official_profile_url"":""https://siebelschool.illinois.edu/about/people/faculty/ddkang""}","[{""person_id"":""person-BATCH-2026-005-daniel-kang"",""source_id"":""source-BATCH-2026-005-008"",""source_title"":""Teams of LLM Agents Can Exploit Zero-Day Vulnerabilities"",""source_version"":""arXiv v2 submitted 2025-03-30"",""relationship"":""author"",""author_order"":7,""organization_at_source_time"":""University of Illinois Urbana-Champaign"",""role_at_source_time"":""Author"",""verification_basis"":""PDF title or contributor page"",""verification_status"":""verified_from_source_byline_and_affiliation"",""current_role_backfilled"":false,""human_review_status"":""approved""}]","approved","[]","ready_for_human_review","The UIUC faculty member and final author of the indexed HPTSA paper.","[]","source_connected_dataset_only","person-BATCH-2026-005-daniel-kang","[""United States""]","[]","[{""source_url"":""https://siebelschool.illinois.edu/about/people/faculty/ddkang"",""accessed_at"":""2026-08-15"",""retrieval_method"":""official institutional/company page or self-authored professional CV reviewed on the public web"",""exact_locator"":""Faculty profile heading — Daniel Kang — Assistant Professor"",""content_hash"":null,""batch_id"":""BATCH-2026-007"",""prompt_id"":""OEII-PERSON-RESEARCH"",""prompt_version"":""2.0"",""notes"":""Current-role evidence; named human review pending.""},{""source_url"":""https://arxiv.org/abs/2406.01637"",""accessed_at"":""2026-08-15"",""retrieval_method"":""inherited verified source metadata and author relationship cross-check"",""exact_locator"":""arXiv v2 submitted 2025-03-30; byline/contributor relationship and source-time affiliation"",""content_hash"":""f4fc06040f0856d99d2009042b4c6fa0c01206da8ca61cb39a94d52b9867cf71"",""batch_id"":""BATCH-2026-007"",""prompt_id"":""OEII-PERSON-RESEARCH"",""prompt_version"":""2.0"",""notes"":""Relationship inherited from BATCH-2026-005 and rechecked for this person batch; named human review pending.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-15T22:30:00Z"",""changed_by"":""OpenAI Codex"",""summary"":""Created staging person record with identity disambiguation, source-time role separation, current-role verification, and intellectual-contribution links."",""batch_id"":""BATCH-2026-007""},{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-007""}]","[{""person_id"":""person-BATCH-2026-005-daniel-kang"",""source_id"":""source-BATCH-2026-005-008"",""source_title"":""Teams of LLM Agents Can Exploit Zero-Day Vulnerabilities"",""source_version"":""arXiv v2 submitted 2025-03-30"",""relationship"":""author"",""author_order"":7,""organization_at_source_time"":""University of Illinois Urbana-Champaign"",""role_at_source_time"":""Author"",""verification_basis"":""PDF title or contributor page"",""verification_status"":""verified_from_source_byline_and_affiliation"",""current_role_backfilled"":false,""human_review_status"":""approved""}]","[""source-BATCH-2026-005-008""]","[""statement-BATCH-2026-006-033"",""statement-BATCH-2026-006-034"",""statement-BATCH-2026-006-035"",""statement-BATCH-2026-006-036"",""statement-BATCH-2026-006-037"",""statement-BATCH-2026-006-038""]","identity_authorship_and_current_role_machine_verified_human_approved","published"
"[""E. Debenedetti""]","[]","Edoardo Debenedetti","[""source-BATCH-2026-005-006""]","ETH Zurich","PhD Student","current_official_lab_page_checked_2026-08-15","https://spylab.ai/","2026-08-15","null","Edoardo Debenedetti","[""AI agent security"",""prompt injection evaluation""]","{""personal_website"":""https://edoardo.science/""}","[{""person_id"":""person-BATCH-2026-005-edoardo-debenedetti"",""source_id"":""source-BATCH-2026-005-006"",""source_title"":""AgentDojo: A Dynamic Environment to Evaluate Prompt Injection Attacks and Defenses for LLM Agents"",""source_version"":""arXiv v3"",""relationship"":""author"",""author_order"":1,""organization_at_source_time"":""ETH Zurich"",""role_at_source_time"":""Author"",""verification_basis"":""PDF title or contributor page"",""verification_status"":""verified_from_source_byline_and_affiliation"",""current_role_backfilled"":false,""human_review_status"":""approved""}]","approved","[]","ready_for_human_review","The AgentDojo first author who is listed as a PhD student in Florian Tramèr's ETH Zurich SPY Lab.","[]","source_connected_dataset_only","person-BATCH-2026-005-edoardo-debenedetti","[""Switzerland""]","[]","[{""source_url"":""https://spylab.ai/"",""accessed_at"":""2026-08-15"",""retrieval_method"":""official institutional/company page or self-authored professional CV reviewed on the public web"",""exact_locator"":""People — Edoardo Debenedetti — PhD Student"",""content_hash"":null,""batch_id"":""BATCH-2026-007"",""prompt_id"":""OEII-PERSON-RESEARCH"",""prompt_version"":""2.0"",""notes"":""Current-role evidence; named human review pending.""},{""source_url"":""https://arxiv.org/abs/2406.13352"",""accessed_at"":""2026-08-15"",""retrieval_method"":""inherited verified source metadata and author relationship cross-check"",""exact_locator"":""arXiv v3; byline/contributor relationship and source-time affiliation"",""content_hash"":""349884fffbf43282591c5accffd57bb651632f38e412fe303114941bdd111b05"",""batch_id"":""BATCH-2026-007"",""prompt_id"":""OEII-PERSON-RESEARCH"",""prompt_version"":""2.0"",""notes"":""Relationship inherited from BATCH-2026-005 and rechecked for this person batch; named human review pending.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-15T22:30:00Z"",""changed_by"":""OpenAI Codex"",""summary"":""Created staging person record with identity disambiguation, source-time role separation, current-role verification, and intellectual-contribution links."",""batch_id"":""BATCH-2026-007""},{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-007""}]","[{""person_id"":""person-BATCH-2026-005-edoardo-debenedetti"",""source_id"":""source-BATCH-2026-005-006"",""source_title"":""AgentDojo: A Dynamic Environment to Evaluate Prompt Injection Attacks and Defenses for LLM Agents"",""source_version"":""arXiv v3"",""relationship"":""author"",""author_order"":1,""organization_at_source_time"":""ETH Zurich"",""role_at_source_time"":""Author"",""verification_basis"":""PDF title or contributor page"",""verification_status"":""verified_from_source_byline_and_affiliation"",""current_role_backfilled"":false,""human_review_status"":""approved""}]","[""source-BATCH-2026-005-006""]","[""statement-BATCH-2026-006-022"",""statement-BATCH-2026-006-023"",""statement-BATCH-2026-006-024"",""statement-BATCH-2026-006-025"",""statement-BATCH-2026-006-026"",""statement-BATCH-2026-006-027""]","identity_authorship_and_current_role_machine_verified_human_approved","published"
"[""Florian Tramer"",""F. Tramèr"",""F. Tramer""]","[]","Florian Tramèr","[""source-BATCH-2026-005-006""]","ETH Zurich","Assistant Professor at the Department of Computer Science","current_official_university_profile_checked_2026-08-15","https://inf.ethz.ch/people/people-atoz/person-detail.MjU5NzMw.TGlzdC8zMDQsLTIxNDE4MTU0NjA%3D.html","2026-08-15","null","Florian Tramèr","[""AI agent security"",""prompt injection evaluation""]","{""orcid"":""0000-0001-8703-8762"",""official_profile_url"":""https://inf.ethz.ch/people/people-atoz/person-detail.MjU5NzMw.TGlzdC8zMDQsLTIxNDE4MTU0NjA%3D.html""}","[{""person_id"":""person-BATCH-2026-005-florian-tramer"",""source_id"":""source-BATCH-2026-005-006"",""source_title"":""AgentDojo: A Dynamic Environment to Evaluate Prompt Injection Attacks and Defenses for LLM Agents"",""source_version"":""arXiv v3"",""relationship"":""author"",""author_order"":6,""organization_at_source_time"":""ETH Zurich"",""role_at_source_time"":""Author"",""verification_basis"":""PDF title or contributor page"",""verification_status"":""verified_from_source_byline_and_affiliation"",""current_role_backfilled"":false,""human_review_status"":""approved""}]","approved","[]","ready_for_human_review","The ETH Zurich professor and final AgentDojo author; diacritic-free forms refer to the same person.","[]","source_connected_dataset_only","person-BATCH-2026-005-florian-tramer","[""Switzerland""]","[]","[{""source_url"":""https://inf.ethz.ch/people/people-atoz/person-detail.MjU5NzMw.TGlzdC8zMDQsLTIxNDE4MTU0NjA%3D.html"",""accessed_at"":""2026-08-15"",""retrieval_method"":""official institutional/company page or self-authored professional CV reviewed on the public web"",""exact_locator"":""Profile heading — Assistant Professor at the Department of Computer Science"",""content_hash"":null,""batch_id"":""BATCH-2026-007"",""prompt_id"":""OEII-PERSON-RESEARCH"",""prompt_version"":""2.0"",""notes"":""Current-role evidence; named human review pending.""},{""source_url"":""https://arxiv.org/abs/2406.13352"",""accessed_at"":""2026-08-15"",""retrieval_method"":""inherited verified source metadata and author relationship cross-check"",""exact_locator"":""arXiv v3; byline/contributor relationship and source-time affiliation"",""content_hash"":""349884fffbf43282591c5accffd57bb651632f38e412fe303114941bdd111b05"",""batch_id"":""BATCH-2026-007"",""prompt_id"":""OEII-PERSON-RESEARCH"",""prompt_version"":""2.0"",""notes"":""Relationship inherited from BATCH-2026-005 and rechecked for this person batch; named human review pending.""}]","false","none_identified","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-15T22:30:00Z"",""changed_by"":""OpenAI Codex"",""summary"":""Created staging person record with identity disambiguation, source-time role separation, current-role verification, and intellectual-contribution links."",""batch_id"":""BATCH-2026-007""},{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-007""}]","[{""person_id"":""person-BATCH-2026-005-florian-tramer"",""source_id"":""source-BATCH-2026-005-006"",""source_title"":""AgentDojo: A Dynamic Environment to Evaluate Prompt Injection Attacks and Defenses for LLM Agents"",""source_version"":""arXiv v3"",""relationship"":""author"",""author_order"":6,""organization_at_source_time"":""ETH Zurich"",""role_at_source_time"":""Author"",""verification_basis"":""PDF title or contributor page"",""verification_status"":""verified_from_source_byline_and_affiliation"",""current_role_backfilled"":false,""human_review_status"":""approved""}]","[""source-BATCH-2026-005-006""]","[""statement-BATCH-2026-006-022"",""statement-BATCH-2026-006-023"",""statement-BATCH-2026-006-024"",""statement-BATCH-2026-006-025"",""statement-BATCH-2026-006-026"",""statement-BATCH-2026-006-027""]","identity_authorship_and_current_role_machine_verified_human_approved","published"
